,DeviceId,Latitude,Longitude,Epoch,Timestamp,Accuracy,DateTime,Hour
37,7A2C0CD0-AF13-452A-A355-761A7622F5C6,-17.387159,145.333089,1572512394000,2019-10-31 19:59:54,10.0,2019-10-31 19:59:54,19
38,225173D9-FF96-44F1-B997-82DE347C5D25,-16.97944641,145.49765677,1572553720000,2019-11-01 07:28:40,5.7,2019-11-01 07:28:40,7
39,3676cbe3-7fec-456d-a35d-707071d09d10,-17.1565658,145.86882119999999,1572515920000,2019-10-31 20:58:40,104.1,2019-10-31 20:58:40,20
40,2d45c5d8-8581-4fda-904e-1e59cc8c75cb,-17.39,145.59,1572552526000,2019-11-01 07:08:46,8.5,2019-11-01 07:08:46,7
41,95188f9e-ceb8-47eb-81ea-b45b19799314,-17.229467,145.97021,1572523773000,2019-10-31 23:09:33,16.0,2019-10-31 23:09:33,23
42,930b9dbb-a42c-4c43-a65d-a24c059f7836,-16.8916596,145.41688019999998,1572529070000,2019-11-01 00:37:50,1475.8,2019-11-01 00:37:50,0
43,736877c5-ad97-4a16-af3f-d62b4c8c760e,-16.9062,145.8662,1572549727000,2019-11-01 06:22:07,15.9,2019-11-01 06:22:07,6
44,3F5C4B63-0F7A-468D-885A-A11FDE164167,-16.8333,145.5167,1572550865000,2019-11-01 06:41:05,10.3,2019-11-01 06:41:05,6
45,bb645a44-5c38-45d1-87d2-c3a60b04ccf0,-17.07839388,145.40223606,1572551207000,2019-11-01 06:46:47,1349.7,2019-11-01 06:46:47,6
46,e5994334-725f-4b60-8085-5831190ed94d,-16.94,145.88,1572552523000,2019-11-01 07:08:43,8.6,2019-11-01 07:08:43,7
47,a8e7ce84-edaa-4d41-a744-88049f051828,-16.6343958,145.3227916,1572552598000,2019-11-01 07:09:58,14.9,2019-11-01 07:09:58,7
48,f09a3384-0692-42ae-81b5-7c6813a75611,-17.310973,145.46351,1572552611000,2019-11-01 07:10:11,11.0,2019-11-01 07:10:11,7
49,a8e7ce84-edaa-4d41-a744-88049f051828,-16.596614000000002,145.33906299999998,1572552871000,2019-11-01 07:14:31,16.9,2019-11-01 07:14:31,7
50,2d45c5d8-8581-4fda-904e-1e59cc8c75cb,-17.39,145.55,1572554378000,2019-11-01 07:39:38,12.4,2019-11-01 07:39:38,7
51,340d4b90-f79a-41bf-a44c-769bd067c63d,-16.82,145.37,1572555937000,2019-11-01 08:05:37,8.0,2019-11-01 08:05:37,8
52,3e4970e0-46f4-4a53-9569-1baa63488b7b,-17.31,145.58,1572556136000,2019-11-01 08:08:56,12.9,2019-11-01 08:08:56,8
53,9a947dce-986e-443a-8ba4-283fd075486f,-16.86,145.54,1572556773000,2019-11-01 08:19:33,6.5,2019-11-01 08:19:33,8
